,k-means,IMM,RandomIMM,ExKMC,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.
3,6.982216473785235,7.601513456347057,7.476522004561847,7.601513456347057,7.527818185006397,7.476522004561848,7.032106373334042,7.476522004561848,7.032106373334042
4,6.982216473785235,7.601513456347057,7.476522004561847,7.313312097322316,7.295495914796337,7.476522004561848,7.032106373334042,7.19145750913219,6.982216473785235
5,6.982216473785235,7.601513456347057,7.476522004561847,7.197944912799954,7.1761288542041015,7.476522004561848,7.032106373334042,7.099763855033084,6.982216473785235
6,6.982216473785235,7.601513456347057,7.476522004561847,7.143004040243984,7.13341960452666,7.476522004561848,7.032106373334042,7.049381396199234,6.982216473785236
7,6.982216473785235,7.601513456347057,7.476522004561847,7.143004040243984,7.13341960452666,7.2209008368597845,7.032106373334042,7.049381396199234,6.982216473785236
8,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536024,6.982216473785236
9,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536024,6.982216473785235
10,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536024,6.982216473785235
11,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536024,6.982216473785235
12,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536024,6.982216473785235
13,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.0321063733340425,7.024721275536024,6.982216473785235
14,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.0321063733340425,7.024721275536024,6.982216473785235
15,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.0321063733340425,7.024721275536024,6.982216473785235
16,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536024,6.982216473785235
17,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536024,6.982216473785235
18,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536024,6.982216473785235
19,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536025,6.982216473785235
20,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859784,7.032106373334042,7.024721275536025,6.982216473785235
21,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.2209008368597845,7.032106373334042,7.024721275536025,6.982216473785236
22,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536025,6.982216473785236
23,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.220900836859785,7.032106373334042,7.024721275536025,6.982216473785235
24,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
25,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
26,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
27,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
28,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
29,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.0321063733340425,7.024721275536025,6.982216473785235
30,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.0321063733340425,7.024721275536025,6.982216473785235
31,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.0321063733340425,7.024721275536025,6.982216473785235
32,6.982216473785235,7.601513456347057,7.476522004561847,6.982216473785235,6.982216473785235,7.138126821037771,7.032106373334042,7.024721275536025,6.982216473785235
