,k-means,IMM,RandomIMM,ExKMC,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.
10,4756.970905686832,6809.426315805915,6289.545766916552,6809.426315805915,5568.8132556101,5726.3098813296265,5349.95162229128,5683.605909806146,5541.9001216445
11,4756.970905686832,6809.426315805915,6289.545766916552,6559.855431401918,5498.225807443356,5597.862427836189,5375.480843830971,5644.134990455088,5422.291927166247
12,4756.970905686832,6809.426315805915,6289.545766916552,6335.010095579566,5474.1845800829,5590.42885471063,5375.480843830971,5600.545475358835,5323.839524601106
13,4756.970905686832,6809.426315805915,6289.545766916552,6125.525912955263,5442.4203055772605,5526.802856559543,5256.162149186844,5563.104595956811,5245.0181455857655
14,4756.970905686832,6809.426315805915,6289.545766916552,6010.064595899932,5403.27078630691,5586.576174585038,5256.162149186844,5532.369024618787,5202.9486204564455
15,4756.970905686832,6809.426315805915,6289.545766916552,5910.305855532408,5380.790002516961,5511.288216556949,5256.162149186844,5489.24099273529,5158.874269998864
16,4756.970905686832,6809.426315805915,6289.545766916552,5812.509836848754,5380.790002516961,5524.025680506373,5256.162149186844,5448.7941087539775,5133.1288556701265
17,4756.970905686832,6809.426315805915,6289.545766916552,5723.095897927128,5380.790002516961,5504.231795478241,5256.162149186844,5410.1970470135575,5109.299249193003
18,4756.970905686832,6809.426315805915,6289.545766916552,5648.127223544874,5379.026878641632,5482.138989337829,5212.779874753213,5389.644508485772,5095.871663583818
19,4756.970905686832,6809.426315805915,6289.545766916552,5582.085572207073,5377.13308828586,5482.138989337829,5222.863946761197,5365.036920505123,5076.38705598773
20,4756.970905686832,6809.426315805915,6289.545766916552,5536.295584471147,5380.836466220776,5482.138989337829,5198.862978777952,5341.804644050052,5056.429071471272
21,4756.970905686832,6809.426315805915,6289.545766916552,5502.485985621978,5383.946811590209,5482.138989337829,5177.396590192451,5314.6516372053775,5050.164315646588
22,4756.970905686832,6809.426315805915,6289.545766916552,5450.386055215515,5386.715365006804,5455.116236803575,5176.156062340267,5290.545465158119,5041.329127317745
23,4756.970905686832,6809.426315805915,6289.545766916552,5423.27654851697,5352.079232696953,5451.308335597898,5176.156062340267,5265.808779797396,5029.896280149139
24,4756.970905686832,6809.426315805915,6289.545766916552,5402.734331815799,5347.31468476914,5451.308335597898,5176.156062340267,5241.588869954647,5017.512543850816
25,4756.970905686832,6809.426315805915,6289.545766916552,5383.2900320493,5304.723012584912,5383.371644815981,5176.156062340267,5219.0204015749905,5007.698003085721
26,4756.970905686832,6809.426315805915,6289.545766916552,5364.826011768665,5300.215698312974,5383.371644815981,5159.866295012547,5200.500560080194,4996.386776469348
27,4756.970905686832,6809.426315805915,6289.545766916552,5346.50485476691,5294.6828508523095,5365.901690056698,5159.866295012547,5192.968418588022,4985.780701538963
28,4756.970905686832,6809.426315805915,6289.545766916552,5329.133305889243,5286.268102497176,5365.901690056698,5131.641112764461,5174.659997665095,4977.58429416428
29,4756.970905686832,6809.426315805915,6289.545766916552,5311.912829873932,5286.268102497176,5358.570103825033,5122.597615643648,5159.311681335694,4969.5361139453325
30,4756.970905686832,6809.426315805915,6289.545766916552,5294.77970088774,5275.82094551841,5358.570103825033,5122.597615643648,5145.405799660215,4962.492848858938
31,4756.970905686832,6809.426315805915,6289.545766916552,5280.020850610405,5251.756922244036,5341.301098870665,5122.597615643648,5133.204719758481,4956.655910150403
32,4756.970905686832,6809.426315805915,6289.545766916552,5266.183539077042,5239.394964322991,5324.570673053515,5122.597615643648,5117.853042666194,4947.550514711017
