,k-means,IMM,RandomIMM,ExKMC,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.,Hybrid,Hybrid Obl.
8,79.76161227088602,92.1572631248109,104.99616026188292,92.1572631248109,102.71831270429458,95.73390961913321,92.6471784600601,95.09192108021826,93.53980823361826,95.09192108021826,93.53980823361826
9,79.76161227088602,92.1572631248109,104.99616026188292,88.61558602704059,102.71831270429458,91.15826761690151,88.29608276125964,90.88298836256797,91.00220573948089,90.88298836256797,91.00220573948089
10,79.76161227088602,92.1572631248109,104.99616026188292,86.52101753423045,102.34532781699856,91.15826761690151,86.58911866140075,88.90461052021331,87.94852728834647,90.88298836256797,87.94852728834647
11,79.76161227088602,92.1572631248109,104.99616026188292,85.57862980303881,102.34532781699856,91.15826761690153,86.58911866140075,87.00941836254057,85.70880604012468,88.98779620489525,85.70880604012468
12,79.76161227088602,92.1572631248109,104.99616026188292,84.72694757958189,102.13979039012627,91.15826761690153,86.58911866140075,85.95430605298627,84.61037244289983,86.92883285414783,84.61037244289983
13,79.76161227088602,92.1572631248109,104.99616026188292,83.91259850294531,92.19801655595904,90.4706497072301,86.58911866140075,85.5004312879071,83.71326794048224,85.94232094549565,84.61037244289983
14,79.76161227088602,92.1572631248109,104.99616026188292,83.24979197698133,90.86462306532184,90.4706497072301,86.58911866140075,84.87640238650826,83.18681552530015,85.94232094549565,83.71326794048224
15,79.76161227088602,92.1572631248109,104.99616026188292,82.61417615870428,91.02500434087769,88.5726501996688,85.60113892994897,84.30858101241195,82.77435043530149,85.52148543352826,83.18681552530015
16,79.76161227088602,92.1572631248109,104.99616026188292,82.20115632687012,90.23501304287905,88.5726501996688,85.60113892994897,83.7680097939204,82.08433525644233,85.06726537942957,82.77435043530149
17,79.76161227088602,92.1572631248109,104.99616026188292,81.80486026137027,90.17654782489393,88.5726501996688,85.60113892994897,83.32259645224568,81.51675445804658,84.50037072898569,82.18018166639172
18,79.76161227088602,92.1572631248109,104.99616026188292,81.52056054636982,90.03043023465787,87.55763288100556,85.60113892994897,82.87708727487266,81.51675445804658,84.18978898302412,82.18018166639172
19,79.76161227088602,92.1572631248109,104.99616026188292,81.29229649036863,88.92193326482358,87.55763288100556,85.60113892994897,82.42290211896356,81.51675445804658,83.73098797982209,81.51675445804658
20,79.76161227088602,92.1572631248109,104.99616026188292,81.0850131355017,88.8124757070904,87.80421404096491,84.45567836857482,82.42290211896356,81.10921665488316,83.27010027341139,81.51675445804658
21,79.76161227088602,92.1572631248109,104.99616026188292,80.91289452777576,88.61354485535128,87.80421404096491,84.45567836857481,82.08992487044411,81.10921665488316,82.94106268840876,81.10921665488316
22,79.76161227088602,92.1572631248109,104.99616026188292,80.77422167174333,88.49869966073793,87.80421404096491,84.45567836857481,82.08992487044411,80.91893505774676,82.94106268840876,81.10921665488316
23,79.76161227088602,92.1572631248109,104.99616026188292,80.63831989971032,88.21196945296114,87.03947720618756,84.45567836857481,81.80720397522224,80.70140920524243,82.6141741569709,81.10921665488316
24,79.76161227088602,92.1572631248109,104.99616026188292,80.52616123635642,87.48870631537669,87.03947720618756,84.45567836857481,81.56495007043135,80.70140920524243,82.6141741569709,81.03347299514122
