Row,coverage,max-rule-length,normalized-clustering-cost,overlap,weighted-average-rule-length
forest_depth_2,0.8343023255813954,2.0,10.943121499898286,1.0348432055749128,2.0
forest_depth_3,0.9476744186046512,3.0,11.595117202226687,1.0245398773006136,3.0
forest_depth_4,0.8546511627906976,4.0,11.34758798207372,1.0,3.370748299319728
forest_depth_imm,0.9127906976744186,5.0,11.532286302140294,1.0031847133757963,3.7777777777777777
imm,1.0,5.0,12.302269635108916,1.0,3.645348837209302
outlier,0.8023255813953488,5.0,10.666538827283704,1.0,3.61231884057971
