,IMM,RandomIMM,ExKMC,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.
15,12,8,12,9,5,5,6,6
16,12,8,12,9,5,5,6,6
17,12,8,12,9,6,5,6,6
18,12,8,12,9,6,5,6,6
19,12,8,12,9,6,6,6,6
20,12,8,12,9,6,6,6,6
21,12,8,12,9,6,6,6,6
22,12,8,13,9,6,6,6,6
23,12,8,13,10,6,6,6,6
24,12,8,13,10,6,6,6,6
25,12,8,13,10,6,6,6,7
26,12,8,13,10,6,6,6,7
27,12,8,13,10,6,6,6,7
28,12,8,13,10,7,6,6,7
29,12,8,13,10,7,6,7,7
30,12,8,13,11,7,6,7,7
31,12,8,13,11,7,6,7,7
32,12,8,13,11,7,6,7,7
