,IMM,RandomIMM,CART,Unsupervised,Unsupervised Obl.,Centroid,Centroid Obl.,Hybrid,Hybrid Obl.
3,,104.99616026188292,145.9868400292828,102.94377508606682,95.32326548627528,107.63380969453318,97.95889335108603,,97.95889335108603
4,,104.99616026188292,128.74312320986647,95.73390961913321,86.86906367446424,90.82624652160679,84.15284952004544,91.16733767513341,84.2235278436215
5,,104.99616026188292,111.00519794722979,89.26026810934023,83.59982906159924,84.0195516142938,81.69201830152286,84.36737564537161,81.68650500899668
6,,104.99616026188292,97.50358348172098,87.00475725334721,82.45436850022507,81.969747248162,80.28505755402325,82.81045543375355,80.34714682062273
7,92.1572631248109,,81.14622721666184,86.24002041856986,82.45436850022507,80.4678780977214,79.90561455279068,81.33220015004534,79.96811069009223
8,92.1572631248109,,84.64970854699976,86.24002041856986,82.45436850022507,80.20523303586174,79.83192839110916,80.72093454621954,79.89709110967932
