,max-rule-length,weighted-avg-length,max-rule-length,weighted-avg-length,gain,cost
,KMeans,KMeans,DSCluster,DSCluster,DSCluster,DSCluster
,0,0,0,0,0,0
0.044041882081889604,,,8,6.892307692307693,164,1764.796229777183
0.04804568954387957,,,10,7.584699453551913,155,1613.193666090304
0.052049497005869534,,,10,7.584699453551913,155,1613.193666090304
0.0560533044678595,,,10,7.95945945945946,129,1157.3564580457178
0.06005711192984946,,,10,7.95945945945946,129,1157.3564580457178
0.06406091939183943,,,10,7.95945945945946,129,1157.3564580457178
0.06806472685382939,,,10,7.945454545454545,103,765.8788105190552
0.07206853431581936,,,10,7.945454545454545,103,765.8788105190552
0.07607234177780932,,,10,7.945454545454545,103,765.8788105190552
0.08007614923979928,,,10,7.945454545454545,103,765.8788105190552
0.08407995670178925,,,10,7.945454545454545,103,765.8788105190552
0.08808376416377922,,,10,7.945454545454545,103,765.8788105190552
0.09208757162576917,,,10,7.945454545454545,103,765.8788105190552
0.09609137908775914,,,10,7.945454545454545,103,765.8788105190552
0.10009518654974911,,,10,7.945454545454545,103,765.8788105190552
0.10409899401173907,,,10,7.945454545454545,103,765.8788105190552
0.10810280147372903,,,10,7.917808219178082,73,504.5452091875961
0.112106608935719,,,10,7.917808219178082,73,504.5452091875961
0.11611041639770897,,,10,7.917808219178082,73,504.5452091875961
0.12011422385969892,,,10,7.917808219178082,73,504.5452091875961
0.12411803132168889,,,10,7.917808219178082,73,504.5452091875961
0.12812183878367886,,,6,6.0,38,225.34680581849767
0.13212564624566883,,,6,6.0,38,225.34680581849767
0.13612945370765878,,,6,6.0,38,225.34680581849767
0.14013326116964875,,,8,8.0,37,219.3903377250994
0.14413706863163872,,,6,6.0,38,225.34680581849767
0.14814087609362867,,,6,6.0,38,225.34680581849767
0.15214468355561864,,,6,6.0,38,225.34680581849767
0.1561484910176086,,,6,6.0,38,225.34680581849767
0.16015229847959858,,,6,6.0,38,225.34680581849767
0.16415610594158853,,,6,6.0,38,225.34680581849767
0.1681599134035785,,,8,8.0,37,219.3903377250994
0.17216372086556847,,,0,,0,0.0
0.17616752832755844,,,0,,0,0.0
0.1801713357895484,,,0,,0,0.0
0.18417514325153836,,,0,,0,0.0
0.18817895071352833,,,0,,0,0.0
0.1921827581755183,,,0,,0,0.0
0.19618656563750825,,,0,,0,0.0
0.20019037309949822,,,0,,0,0.0
0.2041941805614882,,,0,,0,0.0
0.20819798802347814,,,0,,0,0.0
0.2122017954854681,,,0,,0,0.0
0.21620560294745808,,,0,,0,0.0
0.22020941040944805,,,0,,0,0.0
0.224213217871438,,,0,,0,0.0
0.22821702533342797,,,0,,0,0.0
0.23222083279541794,,,0,,0,0.0
0.2362246402574079,,,0,,0,0.0
0.24022844771939786,,,0,,0,0.0
0.24423225518138783,,,0,,0,0.0
0.2482360626433778,,,0,,0,0.0
0.25223987010536775,,,0,,0,0.0
0.2562436775673577,,,0,,0,0.0
0.2602474850293477,,,0,,0,0.0
0.26425129249133766,,,0,,0,0.0
0.2682550999533276,,,0,,0,0.0
0.27225890741531755,,,0,,0,0.0
0.2762627148773075,,,0,,0,0.0
0.2802665223392975,,,0,,0,0.0
0.28427032980128747,,,0,,0,0.0
0.28827413726327744,,,0,,0,0.0
0.2922779447252674,,,0,,0,0.0
0.29628175218725733,,,0,,0,0.0
0.3002855596492473,,,0,,0,0.0
0.3042893671112373,,,0,,0,0.0
0.30829317457322725,,,0,,0,0.0
0.3122969820352172,,,0,,0,0.0
0.31630078949720714,,,0,,0,0.0
0.3203045969591971,,,0,,0,0.0
0.3243084044211871,,,0,,0,0.0
0.32831221188317705,,,0,,0,0.0
0.332316019345167,,,0,,0,0.0
0.336319826807157,,,0,,0,0.0
0.34032363426914697,,,0,,0,0.0
0.3443274417311369,,,0,,0,0.0
0.34833124919312686,,,0,,0,0.0
0.35233505665511683,,,0,,0,0.0
0.3563388641171068,,,0,,0,0.0
0.3603426715790968,,,0,,0,0.0
0.36434647904108675,,,0,,0,0.0
0.3683502865030767,,,0,,0,0.0
0.37235409396506663,,,0,,0,0.0
0.3763579014270566,,,0,,0,0.0
0.3803617088890466,,,0,,0,0.0
0.38436551635103655,,,0,,0,0.0
0.3883693238130265,,,0,,0,0.0
0.3923731312750165,,,0,,0,0.0
0.39637693873700647,,,0,,0,0.0
0.4003807461989964,,,0,,0,0.0
0.40438455366098636,,,0,,0,0.0
0.40838836112297633,,,0,,0,0.0
0.4123921685849663,,,0,,0,0.0
0.4163959760469563,,,0,,0,0.0
0.42039978350894625,,,0,,0,0.0
0.4244035909709362,,,0,,0,0.0
0.42840739843292613,,,0,,0,0.0
0.4324112058949161,,,0,,0,0.0
0.4364150133569061,,,0,,0,0.0
0.44041882081889605,,,0,,0,0.0
