,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance
,DBSCAN,DBSCAN,DBSCAN,DBSCAN,DBSCAN,Decision-Tree,Decision-Tree,Decision-Tree,Decision-Tree,Decision-Tree,Exp-Tree,Exp-Tree,Exp-Tree,Exp-Tree,Exp-Tree,CBA,CBA,CBA,CBA,CBA,DSCluster,DSCluster,DSCluster,DSCluster,DSCluster
,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
111,,,552,0.4163867030450002,0.0,8,6.489130434782608,527.0,0.3992902186817083,5.260527630921381e-05,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
112,,,552,0.4163867030450002,0.0,8,6.492753623188406,532.0,0.4016445605787123,4.602961677056209e-05,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
113,,,552,0.4163867030450002,0.0,9,6.496376811594203,537.0,0.4049459602749993,1.972697861595518e-05,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
114,,,552,0.4163867030450002,0.0,9,6.5,542.0,0.4089979254707825,1.3151319077303453e-05,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
115,,,552,0.4163867030450002,0.0,9,6.503623188405797,547.0,0.41276170408358837,6.575659538651727e-06,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
116,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
117,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
118,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
119,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
120,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
121,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
122,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
123,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
124,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
125,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
126,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
127,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
128,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
129,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
130,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
131,,,552,0.4163867030450002,0.0,9,6.507246376811594,552.0,0.4163867030450002,0.0,30,20.8768115942029,552.0,0.4163867030450002,0.0,,,,,,6,4.696969696969697,380.0,0.35433139452705986,0.0009929245903364107
