,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,ExKMC,Shallow-Tree,CBA,DSCluster-Assoc,DSCluster
0,0.006670553882414015,0.007726726649780401,0.007690479300367827,0.007228013118207398,0.009059337535942685,0.4398849167487961,0.009856987541119388
1,0.005837698118325098,0.007160101417583839,0.0070155286561336865,0.007351962387750396,0.008334807183891344,0.4322931802278625,0.009002258376522883
2,0.006855540355278187,0.007336130212144904,0.007000529752928484,0.006997821617627544,0.008711029672621856,0.44463290288564317,0.00938264722725484
3,0.006552854155873185,0.007589028385632634,0.007528824454711749,0.006953449862312152,0.009887193665629868,0.42812806813501764,0.009210993112795293
4,0.005762703602299082,0.007023653062036506,0.006586810006184964,0.00665992965931033,0.008740194206631973,0.4472368791365465,0.0088924747377848
5,0.006748673169941114,0.007578404162528948,0.007124062386271337,0.007625275735045208,0.009662418435651894,0.42982794383160733,0.00980740783330219
6,0.006059140258701916,0.0070688580897521865,0.006500149676554902,0.007092189716960281,0.008608537167386302,0.45529274838444106,0.010026558474578213
7,0.006448695105837053,0.0075013264655022106,0.007312173630636593,0.007021778199135855,0.008845394847168467,0.4354312840873511,0.009748245492881667
8,0.006467652052943629,0.0078544256451247,0.007667564309359878,0.0068907461141904,0.008709988082121495,0.43155656742600695,0.009023715140830326
9,0.006685969421819362,0.0074973684216008375,0.007044693190143804,0.0072955081826308115,0.008949137261004455,0.42810911118791106,0.009358482327646458
10,0.0061876725264465035,0.006710342639527818,0.006653680116308161,0.006207671064053441,0.008561665594870042,0.42179061489461916,0.009042880406036975
11,0.006473901595945797,0.007447372077583493,0.007208847853000749,0.006728674632334177,0.009109958834260246,0.440735062915191,0.010385073924802582
12,0.006075805706707697,0.007115313026068302,0.006948241909810345,0.006968657083617427,0.008154612027328836,0.4378604814522938,0.010292789006470569
13,0.006152675085634363,0.0076131932852410164,0.007711311110375054,0.006817834779165107,0.008223773636552826,0.4209965062971437,0.008858935523673164
14,0.006874080666184618,0.007577779208228732,0.007507576008504378,0.007309465495335654,0.008671657551708198,0.43348496807837594,0.010097386628602784
15,0.005977271245373515,0.006998029935727616,0.0066959686906228316,0.0065874349604851815,0.008106698864312215,0.4274506176735826,0.009082460845050705
16,0.006561395197976148,0.00755465589912071,0.006984489259222919,0.006951366681311429,0.008151278937727678,0.4372092790714679,0.009785951068994747
17,0.00684574940457479,0.008055244293594364,0.007734434419483075,0.007513825551506546,0.009659710300350954,0.42100879706504796,0.00988552712082929
18,0.005670418683967068,0.006880330209186786,0.006573061011580195,0.006111844738020199,0.008667491189706753,0.44329987536328075,0.008694155906516003
19,0.006725758178933165,0.007742142189185749,0.007800262939105912,0.007747975095987772,0.009019965415029026,0.445725114684322,0.010225293942047154
20,0.006368076001109085,0.007885048405835324,0.0076952706166694895,0.007494035331999681,0.008060868882296315,0.42196060246427813,0.008623744388691576
21,0.006017060002487318,0.007560697124022806,0.007017820155234482,0.007347379389548806,0.008147529211926378,0.450285406213004,0.00890268232468834
22,0.00682637582126807,0.008158361753130136,0.008061910472796677,0.007843801422021015,0.009032672819133435,0.42466123831361496,0.010414238458812699
