,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,ExKMC,Shallow-Tree,CBA,IDS,DSCluster
0,0.006290165031682058,0.007652357088054603,0.007309673813435726,0.007087815036858763,0.023044521849601433,0.023044521849601433,0.016848215780818625
1,0.006152050131334146,0.007402375367967884,0.00725488615311672,0.007340296574146349,0.02384790603432232,0.02384790603432232,0.01836769539420327
2,0.006724716588432805,0.008106073910011996,0.007343213027547361,0.007327380851941868,0.02433573049713244,0.02433573049713244,0.019403843072950535
3,0.006214962197555971,0.007465495752289781,0.007442580761281831,0.006847624267475441,0.026787945012917626,0.026787945012917626,0.020035491441982942
4,0.006322246019093187,0.007430914947677785,0.007456538073986673,0.007151768693580949,0.022605258185940384,0.022605258185940384,0.01632433489827856
5,0.006017060002487318,0.007448621986183927,0.007040526828142359,0.006803460830260121,0.024640399568152324,0.024640399568152324,0.0161573040061067
6,0.0058716539686368766,0.007344462936147794,0.006986572440223642,0.006746589988940392,0.025226029690813705,0.025226029690813705,0.018534723515174083
7,0.0070196950181351326,0.008231898042455646,0.007832552244617113,0.007013445475132964,0.02481279366654286,0.02481279366654286,0.01835086860778077
8,0.005913942542951547,0.007081357175756523,0.006422447025227947,0.006719508635930998,0.024754526363584765,0.024754526363584765,0.014129864306423916
9,0.005868945833335937,0.006984489259222919,0.006745965034640175,0.006468068689143773,0.027309640927332287,0.027309640927332287,0.020326189037967204
10,0.005862487972233697,0.0069432422754086105,0.0063970322170191305,0.0062751661284768554,0.02272975485534521,0.02272975485534521,0.018384962032503015
11,0.006818876369665468,0.007926295389649632,0.00768152162206472,0.007392376099164415,0.02331202245438952,0.02331202245438952,0.01802736920498976
12,0.006492441906852228,0.008023163306183235,0.007673813852362046,0.007652773724254747,0.0239386189258312,0.0239386189258312,0.016133488814270527
13,0.006759505711144873,0.008433549963325598,0.008082742282803904,0.007621109373043763,0.024277786952065658,0.024277786952065658,0.017072941015300575
14,0.006545146386170511,0.008160653252230931,0.007687354528866743,0.007511950688605895,0.020889487870619946,0.020889487870619946,0.018087167635455332
15,0.006588476550985542,0.008031704348286197,0.007399875550767016,0.0071946822221958355,0.023378117424709313,0.023378117424709313,0.018717403550855004
16,0.006644930756105127,0.008041911935189739,0.007712977655175632,0.007552989354320132,0.023219237718490333,0.023219237718490333,0.019132343691547482
17,0.006131426639426992,0.007709436247474403,0.007293425001630089,0.007699436978670935,0.023532000869689724,0.023532000869689724,0.017707152966697677
18,0.006925535236902468,0.008050661295392775,0.007958584695160833,0.007177391819889837,0.02417778467266522,0.02417778467266522,0.02039527041447902
19,0.006559103698875353,0.008372512760004424,0.008421884149721552,0.007854633963224772,0.021137672430751486,0.021137672430751486,0.018348952319576093
