,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,ExKMC,Shallow-Tree,CBA,IDS,DSCluster
0,0.006753256168142705,0.00729071686632915,0.006925535236902468,0.006727008087533599,0.024438144541682073,0.024438144541682073,0.01835238986951769
1,0.007255719425517009,0.008206483234246829,0.007873174274131204,0.007193432313595402,0.02510220162479306,0.02510220162479306,0.01862940483739469
2,0.006298289437584877,0.007478411474494261,0.00695511640711273,0.006529105892464947,0.02418794666022387,0.02418794666022387,0.017361757587041518
3,0.007227804800107326,0.007735684328083509,0.007405291821368896,0.007320922990839628,0.02449018721667557,0.02449018721667557,0.01560522782376863
4,0.005954981208665783,0.007313631857337099,0.006690760738121025,0.007061983592449802,0.022834454258163845,0.022834454258163845,0.01676484115191396
5,0.006262667042472519,0.0077408922805853155,0.00725759428841766,0.006850332402776381,0.024133038197400532,0.024133038197400532,0.018634342631461288
6,0.0062522511374689055,0.007547989719918397,0.006703051506025288,0.007597152791535452,0.02358143169564802,0.02358143169564802,0.01878762195094166
7,0.006778462658251449,0.007800679575306056,0.007076982495655006,0.0075238248203100145,0.020962131132362474,0.020962131132362474,0.016566355060400394
8,0.0060087272784844275,0.007022194835335999,0.006748048215640898,0.007031152513639107,0.02363335355859331,0.02363335355859331,0.017111603447203333
9,0.006173090259441445,0.007281342551825898,0.007039276919541925,0.007545698220817603,0.02560368083944324,0.02560368083944324,0.0166439533369862
10,0.006106845103618464,0.007638608093449833,0.00719239072309504,0.007211972624501834,0.022331633550202217,0.022331633550202217,0.018563391460653174
11,0.006880746845386931,0.007865883140628674,0.007645482590752218,0.007845051330621449,0.023887995084946087,0.023887995084946087,0.016800479757972844
12,0.006571811102979761,0.00721905543990429,0.00728155086992597,0.006641805984604042,0.023899188876013906,0.023899188876013906,0.019330716531283505
13,0.00629120662218242,0.007500493193101921,0.007023028107736288,0.0072782177803248135,0.02322152699797656,0.02322152699797656,0.0180080533477154
14,0.005941648850261158,0.0070859401739581124,0.006929701598903913,0.0066370146683023806,0.0221483942414175,0.0221483942414175,0.01737274385143813
15,0.006335161741297668,0.007639024729649978,0.007022819789636216,0.00659285123108706,0.023144652706661432,0.023144652706661432,0.018257994383549234
16,0.0071013557133634605,0.008153570436828473,0.0073011327713327625,0.007473203521992454,0.023697429092517527,0.023697429092517527,0.015605987645691266
17,0.006149758632233352,0.007343213027547361,0.006666595838512642,0.0070024046158291345,0.025214439132543478,0.025214439132543478,0.017939494768980442
18,0.006633681578701224,0.008088575189605927,0.007329880669142736,0.007616109738642029,0.026843258923216175,0.026843258923216175,0.018881065506516304
19,0.0058697791057362265,0.00748570260799679,0.006841791360673417,0.006543063205169788,0.023882597805764277,0.023882597805764277,0.01714719271623672
20,0.006673262017714955,0.007993373817872901,0.007282800778526404,0.007168850777786874,0.023798077606879426,0.023798077606879426,0.020709055440897912
21,0.006628056989999273,0.007997540179874347,0.0077521414579892175,0.007530490999512327,0.02453466701266838,0.02453466701266838,0.018418088885038552
22,0.0059724799290718535,0.00809899109460954,0.007397167415466077,0.007249261564414769,0.021582119866530504,0.021582119866530504,0.017085559733491656
23,0.006214545561355826,0.007582362206430321,0.0071848912714924384,0.007007612568330941,0.020467784642541925,0.020467784642541925,0.016348183835868564
24,0.006080388704909287,0.007711727746575198,0.007063650137250381,0.006778879294451593,0.02523455275200041,0.02523455275200041,0.01845179743762758
25,0.00593352444435834,0.007721310379178522,0.007172600503588175,0.006930951507504347,0.019148493588121863,0.019148493588121863,0.016634228251951075
26,0.0060903879737127554,0.007155726737482322,0.00685304053807732,0.006501191267055263,0.023083773228616798,0.023083773228616798,0.01725295443049616
27,0.0068786636643862085,0.007808803981208874,0.0074782031563941885,0.007586736886531839,0.01948019092273701,0.01948019092273701,0.017426107199419925
28,0.005831240257222857,0.0077713067231958664,0.006779087612551665,0.006839499861572623,0.023066361556064074,0.023066361556064074,0.01779092684776522
29,0.006269541539774904,0.007403208640368173,0.007335713575944759,0.006865747942181728,0.02302311857817273,0.02302311857817273,0.016262086686050444
30,0.0064122394383244056,0.007011153976032169,0.006995946754726894,0.007109896755466423,0.02179359254967598,0.02179359254967598,0.017421694691724367
31,0.005989978649477924,0.00771193606467527,0.0069888639393244365,0.006963865767315765,0.022982409617254486,0.022982409617254486,0.015734247571554724
32,0.006465777190042978,0.00799504036267348,0.007267801875321201,0.00676471366364668,0.02194006010233641,0.02194006010233641,0.017650574123874163
33,0.006058723622501771,0.007457996300687179,0.006571811102979761,0.006530980755365597,0.02275294023415077,0.02275294023415077,0.021436555248030658
34,0.006707634504226879,0.00776151577249247,0.0072955081826308115,0.00671971695403107,0.025038280254232215,0.025038280254232215,0.02027983776129791
35,0.005957064389666505,0.007020944926735566,0.006687011012319724,0.006819501323965685,0.021022292900314588,0.021022292900314588,0.016828222881635345
36,0.006531397391565742,0.007784222445400347,0.007516533686807486,0.007586111932231622,0.0220797896380295,0.0220797896380295,0.01825402137295585
37,0.006447028561036474,0.007629025460846509,0.006999488162428122,0.006788253608954845,0.021471712067052878,0.021471712067052878,0.01774535394775004
38,0.006041849856395918,0.00719051586019439,0.006978239716220752,0.006841166406373201,0.02607349865226178,0.02607349865226178,0.018650918419889452
39,0.005902901683647717,0.007108021892565773,0.00643744592843315,0.006875330574785052,0.024743257044767996,0.024743257044767996,0.017851852516855345
40,0.005969146839470697,0.007127603793972565,0.006602850499890529,0.006586185051884748,0.02539214078810734,0.02539214078810734,0.017916641909402124
41,0.006072264299006469,0.00737987701316008,0.00643473779313221,0.00689262097709105,0.024664624337292097,0.024664624337292097,0.018612234127769453
42,0.005983312470275611,0.006827625729868504,0.006831792091869949,0.006595559366388,0.027200633574112756,0.027200633574112756,0.01735902887568373
43,0.006092054518513333,0.007113021526967508,0.006747631579440754,0.007144477560078419,0.02111297500761879,0.02111297500761879,0.01686339158149247
44,0.006250167956468183,0.007474036794392743,0.007080940539556378,0.007331338895843241,0.026761920812311064,0.026761920812311064,0.018214713362991967
45,0.006348077463502148,0.007348420980049167,0.007037610374741347,0.006800961013059254,0.02530536939469732,0.02530536939469732,0.01535121507108341
46,0.006965115675916199,0.008012330764979477,0.007625484053145281,0.008141487987024283,0.02525175128505492,0.02525175128505492,0.019354866820913016
47,0.006439945745634017,0.007018445109534699,0.006995321800426677,0.007061983592449802,0.024575341429274013,0.024575341429274013,0.01854085999592419
48,0.005750204516294746,0.0070690664078522595,0.006683677922718568,0.0064749431864461575,0.02178260634560294,0.02178260634560294,0.01970974944182585
49,0.006089138065112322,0.007452788348185372,0.007124062386271337,0.006457652784140159,0.024148694665153236,0.024148694665153236,0.01948259480003455
50,0.00663243167010079,0.007715685790476571,0.007138436335176324,0.007686312938366382,0.022975126446338253,0.022975126446338253,0.0190946348733234
51,0.006154341630434941,0.0067720047971492085,0.006728674632334177,0.006830125547069371,0.025358092415691962,0.025358092415691962,0.017781339339859654
52,0.006246001594466738,0.008082325646603758,0.007388001419062898,0.007426331949476194,0.02380755316450627,0.02380755316450627,0.017430486866688646
53,0.006134759729028148,0.007778597856698395,0.007330922259643097,0.007016570246634048,0.02386774727277826,0.02386774727277826,0.01970186078132105
54,0.005762286966098937,0.0073032159523334856,0.006904911744995314,0.00650452435665642,0.023945125753481605,0.023945125753481605,0.017323011647020808
55,0.005773952779702984,0.007545906538917675,0.007027611105937879,0.006820751232566118,0.019007150653805885,0.019007150653805885,0.015469116284141089
56,0.006120802416323306,0.007778181220498251,0.007422373905574821,0.007188016042993523,0.02218879079404041,0.02218879079404041,0.01754812822811286
57,0.006188089162646648,0.006837000044371756,0.007296549773131173,0.006714092365329119,0.025559525342259987,0.025559525342259987,0.018346857378627426
58,0.005742913382792217,0.007336130212144904,0.0070155286561336865,0.006787003700354411,0.0245660423425272,0.0245660423425272,0.017511121987885993
59,0.006534730481166898,0.0078075540726084405,0.007480702973595056,0.006837208362471828,0.02180098960311301,0.02180098960311301,0.015972454245090396
60,0.006583893552783953,0.006923243737801673,0.006742840263139091,0.007268635147721489,0.021843985631280795,0.021843985631280795,0.018457073551069913
61,0.00594185716836123,0.007659648221557132,0.007425290358975834,0.007231971162108771,0.02406712418353862,0.02406712418353862,0.019493489220306137
62,0.005822699215119895,0.006526189439063935,0.005986645559876767,0.0059441486674620255,0.02414283912581302,0.02414283912581302,0.017746686303387334
63,0.006374325544111254,0.006588684869085615,0.00642453020622867,0.006590143095786121,0.02474754311395078,0.02474754311395078,0.017379192015165284
64,0.006112678010420488,0.007160518053783984,0.006433904520731922,0.005893944005344609,0.020912108052771494,0.020912108052771494,0.016464828191151328
65,0.006617224448795515,0.007753183048489579,0.007574446118627575,0.007194473904095763,0.023207022050952687,0.023207022050952687,0.018522270396333366
66,0.006350785598803087,0.00788484008773525,0.00733946330174606,0.007093856261760859,0.023377745843811665,0.023377745843811665,0.020078895463510847
67,0.005939357351160363,0.006965948948316487,0.00672159181693172,0.006864498033581294,0.02524501901698816,0.02524501901698816,0.01924020852374666
68,0.006502024539455553,0.007727976558380835,0.0070480262797449605,0.007692145845168406,0.020931009926315636,0.020931009926315636,0.016395811841862645
69,0.006645139074205199,0.007749849958888423,0.007130311929273505,0.007440705898381181,0.027347541221605955,0.027347541221605955,0.018940450018510815
70,0.00639974035232007,0.0076000692449364644,0.007267593557221128,0.007603610652637692,0.02667408231368187,0.02667408231368187,0.020780616885801705
71,0.006876372165285413,0.007775056448997167,0.00736341988325437,0.007040526828142359,0.024762713597081005,0.024762713597081005,0.01811706759232996
72,0.00594644016656282,0.007377793832159357,0.00719509885839598,0.007007404250230868,0.02313966993490533,0.02313966993490533,0.017825230471088846
73,0.005992895102878935,0.006909494743196904,0.006361201503806701,0.006189547389347154,0.024327659216467092,0.024327659216467092,0.017412265154200638
74,0.005390855793670088,0.0068957457485921345,0.006791795016656074,0.006553895746373547,0.020497588758965655,0.020497588758965655,0.016150575151283868
75,0.006041224902095701,0.007381543557960658,0.006986780758323714,0.00678137911165246,0.02551548307066134,0.02551548307066134,0.020936221087966157
76,0.006270583130275265,0.007649232316553518,0.007046568053044455,0.007300716135132618,0.021849706232795103,0.021849706232795103,0.019079078245502028
77,0.007182183136191499,0.00832251641598708,0.008056910838394942,0.007854009008924556,0.02635906974789033,0.02635906974789033,0.016514019880426684
78,0.006567436422878244,0.007262177286619249,0.007137811380876107,0.006970948582718222,0.026065915216858613,0.026065915216858613,0.016533234034630424
79,0.006506190901456998,0.007410083137670558,0.0073507124791499625,0.0063589100047059055,0.0281078604516117,0.0281078604516117,0.018753748023769286
80,0.005981854243575105,0.007542781767416591,0.006874913938584908,0.006536397025967476,0.023846285812317722,0.023846285812317722,0.01884169414504238
81,0.006924910282602252,0.007615693102441884,0.00727509300882373,0.007166975914886224,0.023176684261308814,0.023176684261308814,0.019513524178167777
82,0.005787285138107609,0.007170517322587453,0.006603267136090674,0.0060697644818056016,0.02399640225916961,0.02399640225916961,0.019910324875669724
83,0.006140175999630027,0.007337796756945482,0.006884079934988087,0.006549729384372101,0.022882018082375267,0.022882018082375267,0.016340315959806173
84,0.005333568316150215,0.006407448122022744,0.006101428833016585,0.006263291996772736,0.023582121137867278,0.023582121137867278,0.016230384248290965
85,0.006029142452291509,0.007486119244196935,0.006584935143284314,0.006572644375380051,0.02442082945495915,0.02442082945495915,0.01810860127099981
86,0.006403281760021299,0.007762349044892759,0.006959074451014103,0.0065645199694772316,0.02351823454896993,0.02351823454896993,0.019067108570411728
87,0.005864362835134348,0.007209264489200894,0.006819501323965685,0.006700968325024566,0.020709831395796442,0.020709831395796442,0.017513016431131245
88,0.006514315307359816,0.008057535792695159,0.007314048493537243,0.007442164125081687,0.025949589842163685,0.025949589842163685,0.01694434597660404
89,0.00591706731445263,0.007508200962804595,0.007042610009143082,0.007015945292333832,0.02093367096428946,0.02093367096428946,0.01844852163516807
90,0.006219336877657488,0.007458621254987396,0.007422790541774966,0.007675272079062552,0.021343495089119358,0.021343495089119358,0.017256965888850104
91,0.006637847940702669,0.007446330487083132,0.006995738436626822,0.006770963206648847,0.021695261540522662,0.021695261540522662,0.017743380561971268
92,0.006294539711783576,0.007546114857017747,0.006693260555321892,0.00708656512825833,0.021142763464860843,0.021142763464860843,0.01803545954758508
93,0.005992061830478646,0.007007195932130796,0.006248709729767678,0.0063226626552933315,0.022108933104414412,0.022108933104414412,0.01745868039471039
94,0.006114136237120994,0.007739225735784738,0.007503617964603005,0.007124895658671626,0.023149074668997988,0.023149074668997988,0.017804076265614727
95,0.006365576183908218,0.007268218511521345,0.006625140536598261,0.006646597300905705,0.020554707835921372,0.020554707835921372,0.01819656879819754
96,0.006017893274887607,0.007586111932231622,0.0074611210721882626,0.0063724506812106035,0.026038307299699935,0.026038307299699935,0.019301071503606694
97,0.0061114281018200545,0.00623975205146457,0.006307247115887984,0.007155518419382249,0.021930499064022953,0.021930499064022953,0.020073977036294984
98,0.006013310276686017,0.007604860561238126,0.007311965312536521,0.006903453518294808,0.022783134808092267,0.022783134808092267,0.01743888534774529
99,0.006286206987780685,0.007700061932971151,0.007310507085836015,0.0068615815801802826,0.02092753153445156,0.02092753153445156,0.0185555085971039
100,0.006283290534379674,0.007519450140208497,0.006847207631275296,0.006320162838092464,0.02406538084341288,0.02406538084341288,0.017149578999504707
101,0.006407031485822599,0.0070232364258363605,0.006623473991797683,0.006570144558179183,0.0256375146146473,0.0256375146146473,0.017447013020224778
102,0.006196838522849683,0.007314881765937533,0.006997821617627544,0.006520981486562129,0.022141515025410157,0.022141515025410157,0.01817993880757463
103,0.007278842734625031,0.00811274008921431,0.0070507344150459,0.007849426010722966,0.022859767316703437,0.022859767316703437,0.01721875948362397
104,0.006005810825083416,0.007000529752928484,0.006297456165184587,0.0061247604602246795,0.029016613352595193,0.029016613352595193,0.018781006378454996
105,0.005602090347143365,0.007191140814494607,0.007024694652536866,0.006356201869404966,0.021983502429352948,0.021983502429352948,0.014543734822600443
106,0.005344817493554117,0.006407448122022744,0.006262042088172303,0.006049765944198664,0.02431209595490055,0.02431209595490055,0.019737775885316867
107,0.005188578918499918,0.00663326494250108,0.006341411284299835,0.0069490751822106345,0.021949402630146407,0.021949402630146407,0.018045147886173167
108,0.006221003422458066,0.007490077288098308,0.0072688434658215615,0.00713072856547365,0.01931176168464304,0.01931176168464304,0.01716544817662534
109,0.006741173718338513,0.008385636800308977,0.008346681315595465,0.007974416870766325,0.023771656555719518,0.023771656555719518,0.01875173419976191
110,0.006421405434727585,0.007663606265458505,0.007436747854479808,0.007226346573406819,0.02503103288319456,0.02503103288319456,0.01758901758901759
111,0.006156841447635808,0.007683604803065442,0.007191557450694751,0.007081148857656451,0.021245820918488676,0.021245820918488676,0.018063203038397934
112,0.006161632763937471,0.0071336450188746615,0.00708656512825833,0.006569727921979038,0.022961776024761356,0.022961776024761356,0.019634672266251214
113,0.00627287462937606,0.007313840175437171,0.007155310101282177,0.006555978927374269,0.023654653456748918,0.023654653456748918,0.017607936472629402
114,0.006840958088273129,0.007979833141368204,0.007552364400019915,0.007138852971376468,0.024607565946148623,0.024607565946148623,0.018757865309016974
115,0.005716456984083039,0.007466329024690069,0.006784503883153544,0.00670867609472724,0.02581677141724704,0.02581677141724704,0.016996336996336996
