,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance,max-rule-length,weighted-avg-length,coverage-mistake-score,silhouette-score,clustering-distance
,Agglomerative,Agglomerative,Agglomerative,Agglomerative,Agglomerative,Decision-Tree,Decision-Tree,Decision-Tree,Decision-Tree,Decision-Tree,Exp-Tree,Exp-Tree,Exp-Tree,Exp-Tree,Exp-Tree,CBA,CBA,CBA,CBA,CBA,DSCluster-Assoc,DSCluster-Assoc,DSCluster-Assoc,DSCluster-Assoc,DSCluster-Assoc,DSCluster_0,DSCluster_0,DSCluster_0,DSCluster_0,DSCluster_0,DSCluster_1,DSCluster_1,DSCluster_1,DSCluster_1,DSCluster_1,DSCluster_2,DSCluster_2,DSCluster_2,DSCluster_2,DSCluster_2,DSCluster_3,DSCluster_3,DSCluster_3,DSCluster_3,DSCluster_3,DSCluster_4,DSCluster_4,DSCluster_4,DSCluster_4,DSCluster_4,DSCluster_5,DSCluster_5,DSCluster_5,DSCluster_5,DSCluster_5,DSCluster_6,DSCluster_6,DSCluster_6,DSCluster_6,DSCluster_6,DSCluster_7,DSCluster_7,DSCluster_7,DSCluster_7,DSCluster_7,DSCluster_8,DSCluster_8,DSCluster_8,DSCluster_8,DSCluster_8,DSCluster_9,DSCluster_9,DSCluster_9,DSCluster_9,DSCluster_9
,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,,,1000,0.13075750817025086,0.0,5,3.327,890.0,0.43149705914505126,0.013733733733733733,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.71875,790.0,0.5464641196352602,0.07933133133133133,4,3.2796907940969784,980.0,0.44033225507018686,0.0022202202202202203,4,3.1076363636363635,984.0,0.4381467916098307,0.0015035035035035034,4,3.3726884779516357,979.0,0.4401053024523435,0.002702702702702703,4,3.2628336755646816,977.0,0.4396571388507697,0.0036616616616616617,4,3.1073015873015875,973.0,0.4400830522745594,0.0034374374374374376,4,3.3514328808446456,975.0,0.44167589412436276,0.0036476476476476477,4,3.164133738601824,980.0,0.43937160577564505,0.0034614614614614614,4,3.256551724137931,980.0,0.44033225507018686,0.0022202202202202203,4,3.1380301941049606,980.0,0.44033225507018686,0.0022202202202202203,4,3.336448598130841,977.0,0.4396571388507697,0.0036616616616616617
13,,,1000,0.13075750817025086,0.0,5,3.581,890.0,0.43149705914505126,0.013733733733733733,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.7298636926889714,797.0,0.5422038136394357,0.07766366366366366,4,3.3003412969283277,985.0,0.43761624827159795,0.001009009009009009,4,3.110869565217391,989.0,0.35190245321200175,0.0014834834834834836,4,3.382785164450665,984.0,0.43739423700381674,0.0014914914914914916,4,3.2653478854024556,982.0,0.3520636043006235,0.0036416416416416414,4,3.1151667715544367,978.0,0.43739130687118055,0.0022362362362362363,4,3.327017543859649,980.0,0.43994847750982186,0.0024664664664664666,4,3.1887905604719764,985.0,0.43761624827159795,0.001009009009009009,4,3.26265389876881,985.0,0.43761624827159795,0.001009009009009009,4,3.157413914265636,985.0,0.43761624827159795,0.001009009009009009,4,3.3495419309372796,982.0,0.4369473495374943,0.0024504504504504507
14,,,1000,0.13075750817025086,0.0,5,3.606,925.0,0.4243335758968459,0.006978978978978979,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.7392373923739237,803.0,0.538332443820718,0.07562762762762763,4,3.302721088435374,990.0,0.3506336401758097,0.000988988988988989,4,3.103940217391304,991.0,0.3513404348247734,0.000984984984984985,4,3.3845080251221216,988.0,0.3499885675888977,0.0014794794794794795,4,3.282,987.0,0.3498171439822113,0.0024304304304304304,4,3.117942283563363,983.0,0.3505372231252827,0.0022162162162162164,4,3.3462849352419903,985.0,0.4372092218568774,0.0012352352352352353,4,3.1911764705882355,989.0,0.3502466195996494,0.0009969969969969969,4,3.2646657571623465,989.0,0.3502466195996494,0.0009969969969969969,4,3.160364145658263,990.0,0.3506336401758097,0.000988988988988989,4,3.351825842696629,987.0,0.3498171439822113,0.0024304304304304304
15,,,1000,0.13075750817025086,0.0,5,3.626,940.0,0.4275672899567491,0.005493493493493494,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.6988372093023254,815.0,0.5186974474892232,0.06090890890890891,4,3.285806037251124,992.0,0.3500747464301736,0.0004904904904904905,4,3.1024423337856173,993.0,0.35011751101860067,0.0004944944944944945,4,3.3693029490616624,990.0,0.3494219172413693,0.000980980980980981,4,3.319646241313961,990.0,0.3506336401758097,0.000988988988988989,4,3.111838191552647,986.0,0.349716453706643,0.0014714714714714715,4,3.3480625424881034,989.0,0.34987966569392226,0.0012232232232232232,4,3.1804302567661344,991.0,0.34968251021759333,0.0004984984984984984,4,3.2487179487179487,991.0,0.34968251021759333,0.0004984984984984984,4,3.1494778067885116,992.0,0.3500747464301736,0.0004904904904904905,4,3.3842561707805205,990.0,0.3506336401758097,0.000988988988988989
16,,,1000,0.13075750817025086,0.0,5,3.825,940.0,0.4275672899567491,0.005493493493493494,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.7018561484918795,817.0,0.5160525513971913,0.06021421421421421,4,3.294863665187064,993.0,0.34957796255551327,0.00024624624624624625,4,3.091626213592233,994.0,0.34885559958637063,0.0,4,3.404807084123972,991.0,0.34968251021759333,0.0004984984984984984,4,3.3028126870137644,992.0,0.3500747464301736,0.0004904904904904905,4,3.1105169340463457,988.0,0.3484968007587145,0.000980980980980981,4,3.3248730964467006,991.0,0.34898541747410217,0.0007367367367367367,4,3.178794178794179,993.0,0.3484629256352016,8.008008008008007e-06,4,3.252074026802808,993.0,0.3484629256352016,8.008008008008007e-06,4,3.1479791395045633,994.0,0.34885559958637063,0.0,4,3.3593262632563943,992.0,0.3500747464301736,0.0004904904904904905
17,,,1000,0.13075750817025086,0.0,5,3.881,965.0,0.3436665505706408,0.002004004004004004,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.704861111111111,819.0,0.5146809632828195,0.05971971971971972,4,3.29404309252218,994.0,0.32782861399252405,0.00024624624624624625,4,3.0909642207398424,995.0,0.32712883565808704,0.0,4,3.379596678529063,992.0,0.3491856209521447,0.00025425425425425424,4,3.301255230125523,994.0,0.34885559958637063,0.0,4,3.1499148211243613,989.0,0.3487002497955656,0.0004984984984984984,4,3.266221952698605,992.0,0.3491856209521447,0.00025425425425425424,4,3.17797783933518,994.0,0.3237237341945882,8.008008008008007e-06,4,3.251275510204082,994.0,0.2861078477053402,8.008008008008007e-06,4,3.147231270358306,995.0,0.32712883565808704,0.0,4,3.3864994026284347,993.0,0.34957796255551327,0.00024624624624624625
18,,,1000,0.13075750817025086,0.0,5,4.07,970.0,0.22494086379258826,0.0015195195195195196,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.70635838150289,820.0,0.46114448384192425,0.05971971971971972,4,3.293223559214693,995.0,0.2449242944454455,0.00024624624624624625,4,3.0903030303030303,996.0,0.2435651724612895,0.0,4,3.3799644339063426,993.0,0.2324426773817726,0.00025425425425425424,4,3.301672640382318,995.0,0.2857705037244593,0.0,4,3.1492622020431327,990.0,0.3269772479876959,0.0004984984984984984,4,3.2654545454545456,993.0,0.3244207881351389,0.00025425425425425424,4,3.1785467128027682,995.0,0.24028133572249186,8.008008008008007e-06,4,3.2504780114722753,995.0,0.2857705037244593,0.0,4,3.1477864583333335,996.0,0.20920979155819297,0.0,4,3.3856716417910446,994.0,0.32782861399252405,0.00024624624624624625
19,,,1000,0.13075750817025086,0.0,6,4.077,975.0,0.2262324964521963,0.0014994994994994995,8,5.3951332560834295,635.0,0.3701657390550912,0.04965765765765766,,,,,,4,2.707852193995381,821.0,0.46092433963928114,0.05948948948948949,4,3.292405063291139,996.0,0.20421517919030363,0.00024624624624624625,4,3.090854027861902,997.0,0.1539931176885291,0.0,4,3.3803317535545023,994.0,0.1969883452858589,0.00025425425425425424,4,3.3002985074626867,996.0,0.27169766574770393,0.0,4,3.149744753261486,991.0,0.2434165087086449,0.0004984984984984984,4,3.2658994548758327,994.0,0.2624591729203583,0.00025425425425425424,4,3.177731673582296,996.0,0.20016388009653385,8.008008008008007e-06,4,3.2496815286624203,996.0,0.26413176701646,0.0,4,3.148340923877684,997.0,0.20063202492826102,0.0,4,3.3848448687350836,995.0,0.2449242944454455,0.00024624624624624625
