Row,coverage,max-rule-length,normalized-clustering-cost,overlap,weighted-average-rule-length
forest_depth_2,0.9719317329074099,2.0,6.448018195521247,1.3931404771349238,2.0
forest_depth_3,0.8671490433932518,3.0,5.700468621619412,1.1429864397091047,3.0
forest_depth_4,0.8270466014471302,4.0,5.190926510343805,1.024390040872048,4.0
forest_depth_imm,0.8050711517145945,4.0,5.1939436732511135,1.0231317182462651,4.0
outlier,0.800004130723634,4.0,5.220130666134818,1.0,3.2875226973486056
