,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,CBA,IDS,DSCluster-Association-Rules
0,0.01569169169169169,0.01778713218604267,0.0350187982162039,0.0350187982162039,0.010846372688477952
1,0.018582582582582583,0.015754611860839422,0.03943008213759561,0.03943008213759561,0.013152804642166345
2,0.012886886886886887,0.012082401364504499,0.028010966098707044,0.028010966098707044,0.013519493038764836
3,0.016816816816816817,0.0162163369392197,0.03326469709312559,0.03326469709312559,0.010223677814698828
4,0.016248248248248248,0.012270026195354148,0.03465940943236604,0.03465940943236604,0.014243429547666818
5,0.01715915915915916,0.023031120098865297,0.037008479541681585,0.037008479541681585,0.01641503944135523
6,0.014394394394394395,0.015963591808156836,0.037254747011778624,0.037254747011778624,0.012945505664433971
7,0.018656656656656657,0.01770887482290106,0.04112050482409122,0.04112050482409122,0.016866422001942688
8,0.013837837837837838,0.01078188545393389,0.02964501510574018,0.02964501510574018,0.008719586924637856
9,0.017671671671671673,0.01893850830021043,0.03570871350965815,0.03570871350965815,0.014890405979866938
10,0.01579179179179179,0.0162329653752459,0.03165911379657603,0.03165911379657603,0.015622385312328178
11,0.013197197197197197,0.014084074618372952,0.031877624426288206,0.031877624426288206,0.006597690808217124
12,0.016206206206206206,0.01648870995974094,0.03244597454591601,0.03244597454591601,0.011683748525853788
13,0.014736736736736736,0.017381834291128804,0.033702713655882725,0.033702713655882725,0.010113354516350056
14,0.014278278278278279,0.015475278569312948,0.03198082970182906,0.03198082970182906,0.008163146491676751
15,0.015357357357357358,0.010439409228511146,0.034714450254308984,0.034714450254308984,0.014433970065327048
16,0.022792792792792792,0.02018944041299572,0.04143317740311211,0.04143317740311211,0.013938279174330676
17,0.014146146146146146,0.016691705931235493,0.029530420246868277,0.029530420246868277,0.0076640378235562885
18,0.01601801801801802,0.01778962527193063,0.0350501986497942,0.0350501986497942,0.010059099245975138
19,0.0186006006006006,0.020155998514299864,0.03528530357664945,0.03528530357664945,0.013042592215202771
20,0.01364964964964965,0.016955235880207885,0.03075762672129978,0.03075762672129978,0.006688509494230287
21,0.01617817817817818,0.014892563133742421,0.03395136926225514,0.03395136926225514,0.013119120034038798
22,0.01676076076076076,0.017376591342282564,0.03474211451450148,0.03474211451450148,0.016884974616441815
23,0.01902702702702703,0.01630895314041501,0.030645973426891467,0.030645973426891467,0.01602104256336681
24,0.015147147147147147,0.02021009971737855,0.03471770124670421,0.03471770124670421,0.01337611534979956
25,0.01480880880880881,0.019671856003078397,0.032991017769548124,0.032991017769548124,0.012810358205095048
26,0.018618618618618618,0.018823961104485826,0.039549493831581004,0.039549493831581004,0.015375359581809344
27,0.01532132132132132,0.014849580200013918,0.03703976059891126,0.03703976059891126,0.011520302171860246
