,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,CBA,IDS,DSCluster
0,0.017577577577577577,0.015045797800557039,0.03786701279255233,0.03786701279255233,0.013389908126750233
1,0.015733733733733733,0.01989220186308652,0.03288909671888395,0.03288909671888395,0.01458248667256341
2,0.01641841841841842,0.024562723108318897,0.037668103282332464,0.037668103282332464,0.010305684554695858
3,0.01581781781781782,0.0152546700575012,0.03613804697397915,0.03613804697397915,0.010614463130978857
4,0.014648648648648649,0.01978974681067946,0.03526496533315973,0.03526496533315973,0.009798781553417787
5,0.01852852852852853,0.019291355573777567,0.038215086248903615,0.038215086248903615,0.012822539138328612
6,0.01567167167167167,0.0225666457469369,0.0350216012501149,0.0350216012501149,0.013031914893617021
7,0.022196196196196196,0.018234496312899976,0.037881341218044956,0.037881341218044956,0.021144492131616593
8,0.018136136136136138,0.01939837570391589,0.030313243660058626,0.030313243660058626,0.014915414059565762
9,0.014248248248248248,0.018022130070451076,0.03217615998202449,0.03217615998202449,0.010754138565297364
10,0.01950950950950951,0.017440802587069613,0.037425283435662544,0.037425283435662544,0.017688304904265366
11,0.014838838838838839,0.012684059062644555,0.03201800071612252,0.03201800071612252,0.014256464092382529
12,0.024876876876876876,0.015350675613567424,0.040412144930265306,0.040412144930265306,0.025467311811159573
13,0.011147147147147147,0.017692594245199214,0.034477978574850424,0.034477978574850424,0.007354991911899468
14,0.017501501501501503,0.019879278119925237,0.036754174668793334,0.036754174668793334,0.01345005279165419
15,0.02132732732732733,0.01806742858310098,0.03789050953531276,0.03789050953531276,0.016376101389985215
16,0.018862862862862862,0.023190316149711607,0.03805359345218074,0.03805359345218074,0.013111102982714966
17,0.024186186186186186,0.020093498114891334,0.03686707630084779,0.03686707630084779,0.015031587528021194
18,0.01715915915915916,0.01562416679997867,0.04004182806549266,0.04004182806549266,0.013207570372738788
19,0.01480880880880881,0.01553497607499756,0.03556044807306159,0.03556044807306159,0.01275666014896434
20,0.014258258258258258,0.018124738810914393,0.03161770218491209,0.03161770218491209,0.01423738424462554
21,0.01815015015015015,0.019456445138952724,0.03304225265802617,0.03304225265802617,0.015557415111907315
22,0.011335335335335336,0.015168881993425658,0.03549892581621692,0.03549892581621692,0.007306902043744149
23,0.018072072072072072,0.021735036822046562,0.03888790953171192,0.03888790953171192,0.011411560406846936
24,0.014192192192192192,0.012296881862099254,0.027597164805833144,0.027597164805833144,0.00894862676551544
25,0.013815815815815816,0.015028182939383747,0.034758390026366326,0.034758390026366326,0.014127764127764128
26,0.017225225225225224,0.020152996088284258,0.031025647272845402,0.031025647272845402,0.014200470134410222
27,0.014866866866866868,0.014894127795319163,0.033968341334638004,0.033968341334638004,0.011952806531979143
28,0.018014014014014014,0.017693515836073044,0.028712599730640283,0.028712599730640283,0.013226325513021712
29,0.016748748748748748,0.019736291121528735,0.039230357016470686,0.039230357016470686,0.018406164804513292
30,0.01763163163163163,0.02126216666155999,0.03548298321254931,0.03548298321254931,0.013954076391851956
31,0.014344344344344345,0.014434078507305052,0.03225392165856344,0.03225392165856344,0.009606684328510291
32,0.01893893893893894,0.020676824767701687,0.035534455474032514,0.035534455474032514,0.018073461928127296
33,0.017673673673673673,0.022542921632911522,0.031872713002884544,0.031872713002884544,0.013604871383022079
34,0.0156996996996997,0.017697511351818865,0.03221338078723598,0.03221338078723598,0.013032447168949052
35,0.01997997997997998,0.023507062536385084,0.0387377526773217,0.0387377526773217,0.013290807024854651
36,0.018864864864864866,0.019893576819764888,0.035599180503317736,0.035599180503317736,0.01086766564655295
37,0.012838838838838839,0.021028847344311007,0.03138368204091157,0.03138368204091157,0.005591286774803137
38,0.01807007007007007,0.020080106259202438,0.03765065133352825,0.03765065133352825,0.011365662513217092
39,0.017105105105105104,0.01794534650235962,0.033983268773802935,0.033983268773802935,0.012054595290037478
40,0.016774774774774775,0.015833166167194507,0.03603950707886126,0.03603950707886126,0.01904868754783208
41,0.006914914914914915,0.01201316902628709,0.03162197148070004,0.03162197148070004,0.003564301709808129
42,0.01327927927927928,0.01606596464958823,0.035694992304477674,0.035694992304477674,0.010229586549130058
