Row,coverage,max-rule-length,normalized-clustering-cost,overlap,weighted-average-rule-length
forest_depth_2,0.8062543432939542,2.0,7.8747589274341605,1.0696431649715565,2.0
forest_depth_3,0.8069492703266157,3.0,6.539089538092499,1.019807096107475,3.0
forest_depth_4,0.8013898540653231,4.0,5.639675679997867,1.0031217481789803,4.0
forest_depth_imm,0.8005559416261293,6.0,5.528557883484416,1.0013888888888889,5.369726192526262
imm,1.0,6.0,8.73185465787021,1.0,5.316886726893676
outlier,0.8001389854065323,7.0,5.788504219646429,1.0,5.690811186381796
