,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,DSCluster-Association-Rules,DSCluster-Pointwise-Rules
0,0.13917645540209114,0.11805243088086984,0.31234254708172576,0.20249221183800623
1,0.1476134637605132,0.11985040276179516,0.3518710455888495,0.18168498168498168
2,0.13994824376989473,0.12132181293087164,0.3193736704101321,0.2168234064785789
3,0.14330946415804294,0.126008781582752,0.32709286874354054,0.195141065830721
4,0.14281271139655857,0.126895884947731,0.3315449101796407,0.19439290867862297
5,0.14090282104720367,0.12590932801908,0.3421281258560639,0.21043956043956044
6,0.14256742865410046,0.12184736914048917,0.34579914480526985,0.14958973280033663
7,0.13693492991738607,0.12235248780921608,0.33992624369684654,0.22213311948676825
8,0.14407830974995153,0.12601291722615948,0.3569421157684631,0.16356435643564357
9,0.1364103930712858,0.11404002825989219,0.3213220848260719,0.18186068256194485
10,0.14254778394792122,0.12150109141373013,0.31854690618762477,0.20948469006721435
11,0.14416772701685546,0.12415760015991319,0.300170750842217,0.21068157118459865
12,0.1400227138383802,0.12427427644818949,0.3325768001867188,0.2095947834187238
13,0.14038022318936855,0.12607092812768747,0.33829811496188694,0.20612668743509865
14,0.138844211477378,0.12276481494002142,0.329023590986038,0.17069299947099276
15,0.1483832818260681,0.12131059421422986,0.311585647554027,0.18465387823185989
16,0.14447137477184027,0.11815816504402313,0.3238976432752394,0.21649484536082475
17,0.14511910652435145,0.12230435206869633,0.3302625384754662,0.182181610508281
18,0.14750263804321473,0.13198588813380857,0.34326825956650603,0.24342520513359983
19,0.14378823868445553,0.12458667085621423,0.3359589546729662,0.1841692789968652
20,0.15518037083986852,0.12184441692486352,0.32806069359673234,0.19360365505425473
21,0.1423972858215857,0.11960747177929454,0.3306731072141132,0.22284065141207998
22,0.14396788928648882,0.1147067203972809,0.2931917580747012,0.23036837376460018
23,0.14337506991953874,0.1187494405423308,0.3487781036168133,0.2116885589187131
24,0.13466785858536867,0.1216169585910336,0.31222190665530625,0.23584158415841583
25,0.14300805817610063,0.12559209890671094,0.3390853371051391,0.22170452339351582
26,0.13523102955231484,0.12294272869429242,0.3093511377153601,0.2321178120617111
27,0.14933636059684782,0.12223861331366402,0.3061843274609232,0.19507278835386338
28,0.14372394889356996,0.11605962232981987,0.37139235922505887,0.24346764346764346
29,0.14680845733104905,0.13291263507478948,0.323387858960378,0.18759018759018758
30,0.13809447266610025,0.11332767089794606,0.34911169947431026,0.20559910414333707
31,0.138559584188549,0.1241963555845769,0.32198268941660707,0.16666666666666666
32,0.1459488319894668,0.1278499519612348,0.35041270711500977,0.21543316121629374
33,0.14413647169466287,0.11958934785021741,0.33809281391158197,0.16385836385836386
34,0.1373171987207075,0.12234395145723007,0.32055979643765903,0.22712871287128714
35,0.1435912468744206,0.1242670054730258,0.35896550400982313,0.16203703703703703
36,0.14237391404830188,0.1197050644028103,0.32241737068326665,0.24310288867250893
37,0.1533733674358318,0.12112476347161906,0.34956598861797966,0.22264691829909222
38,0.14526550992573364,0.12066435979479458,0.3477734652143066,0.1650740563784042
39,0.15385981869954807,0.12750022028372543,0.33870592511813885,0.16923076923076924
40,0.1439209461916407,0.12767908420082333,0.3304938413721653,0.1998019801980198
41,0.14419239146427446,0.12541007875880855,0.29887016878669276,0.12722048066875652
42,0.14925727866904337,0.1307731784466406,0.32706473626725574,0.15920934411500448
43,0.14144445623305266,0.11268011188679689,0.3117533718689788,0.23645894001164822
44,0.14362415425994096,0.12421136837933106,0.31813663509634116,0.21450617283950618
45,0.13992800591079876,0.1223386917326694,0.34434222428133343,0.20753251795767813
46,0.14109678045079355,0.12320967160226672,0.3015951595159516,0.21150278293135436
47,0.14625338654601555,0.11936629732951691,0.3456007617857329,0.21513157894736842
48,0.14065757937774084,0.1227172270788887,0.324098743132385,0.24975024975024976
49,0.1419766849280163,0.12691223159448592,0.3409656118686219,0.17210183042289082
50,0.15005781860983727,0.1234444888905051,0.3879293998073437,0.17390194075587334
51,0.1430276838419125,0.1258031015120311,0.34805636356767783,0.19272727272727272
52,0.13744245084118584,0.11867038626090008,0.322489411599986,0.20363636363636364
53,0.14581870914501147,0.11901822787245299,0.3002685368437477,0.2036147334706017
54,0.14043377259851617,0.12178139811144648,0.324280596324974,0.19462759462759463
55,0.1416943806236602,0.1221559812353401,0.3390975268031189,0.20172978027115473
56,0.14318213878095384,0.12666511923377638,0.3080830887333484,0.15964912280701754
57,0.14966379931921459,0.12560719495968065,0.3372907456162138,0.1729362591431557
58,0.14157151514358834,0.1217321298450979,0.32164545004723133,0.22427940248264255
59,0.1430376793229542,0.11774258022349775,0.36602910512911163,0.2309299895506792
60,0.1381303457717379,0.1265878339507337,0.3409291087892819,0.21867088607594937
61,0.13974358974358975,0.12573275464031766,0.33831535620977043,0.19314117399537134
62,0.1467263353134192,0.12101469885204931,0.3286903802616937,0.23005241700640652
63,0.14370611697469235,0.12203631604295573,0.32537066305411305,0.20424242424242425
64,0.13956443757601572,0.12638377261867367,0.286643446953391,0.16937410415671286
65,0.1457954237319931,0.12922135785527894,0.3199311838919332,0.20033361134278566
66,0.1477626115608403,0.12428288702111025,0.32541668398520307,0.16574074074074074
67,0.13913757170788305,0.12027471569211155,0.30353326063249725,0.25300687285223367
68,0.1376539908179814,0.11239658245743439,0.33253732675697995,0.18118811881188118
69,0.14487022148967818,0.12306610157629846,0.32979872432968926,0.23220973782771537
70,0.14150926966047528,0.12057512833054193,0.34574221979505615,0.16333789329685364
71,0.1376712419425289,0.12539763856362218,0.33976666835015623,0.24422442244224424
72,0.1441779213253925,0.12330184074999453,0.33989759138653836,0.2165318957771788
73,0.1463264613736756,0.12807042080110356,0.3012875842636516,0.19485148514851486
74,0.1383493295450608,0.12537479653902167,0.3134645639077549,0.19351374570446736
75,0.14742806731813246,0.11753589666342162,0.3605534136601582,0.17064048620850866
76,0.1462101478598416,0.12511898302826086,0.3301389390973392,0.16615130900845188
77,0.13553075885975044,0.12248025594558919,0.3243691328797712,0.20964749536178107
78,0.15033705655796217,0.12746402899499376,0.3513695669692241,0.16152407667134175
79,0.13992884503215608,0.11489743955097666,0.31379962192816635,0.19227108319055777
80,0.1500534565221734,0.12734557962529275,0.30707672479549697,0.18765036086607859
81,0.14586997740496543,0.12318140932009672,0.3393392245596869,0.2313586796345417
82,0.13951432925586402,0.12563120884983256,0.32352385629556873,0.20445648900933452
83,0.1377259830193397,0.1307331140664474,0.3467690339091491,0.218388386282348
84,0.14483808699846623,0.12037969116497263,0.34121484210122405,0.23333333333333334
85,0.14387516361047822,0.1308120190734593,0.3528175313059034,0.22551662174303683
86,0.15023388258523365,0.12853063278550178,0.31279411079532216,0.18820861678004536
87,0.1452843743222728,0.12847618701286107,0.3123155922664422,0.17587719298245613
88,0.14137488411894744,0.11841364182068802,0.3308439691418415,0.22724125995154032
89,0.1429154003000808,0.12076196220101337,0.34543564987093095,0.1958842943117841
