,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,DSCluster-Association-Rules,DSCluster-Pointwise-Rules
0,0.13965744960058438,0.11925377758711092,0.31694656488549616,0.2011259949524364
1,0.14572140194767133,0.12309543588741204,0.3225227329120021,0.1805122879889235
2,0.14609095994148272,0.12202602921391965,0.34728521545604546,0.16549789621318373
3,0.13957492387599169,0.12355315010817229,0.3291922049347792,0.1754277468563183
4,0.14167492829083692,0.12327631704785755,0.3023690526165715,0.16175783076203834
5,0.13392287595005428,0.1261845178511845,0.36461686106599733,0.23314780457637602
6,0.1415246828236825,0.1250694731863064,0.3318801707528994,0.1419753086419753
7,0.13830160759353374,0.1242333286714457,0.3267329882068532,0.1805940594059406
8,0.1420822557189756,0.11865031152923841,0.34863043958471396,0.23562359970126961
9,0.14498095004250955,0.12845217064863446,0.34632048347366,0.2020132692747655
10,0.13986864784856934,0.12463302931851097,0.317567468947499,0.2091825307950728
11,0.14492140668141268,0.12502145002145001,0.35099542895999397,0.19600352630032325
12,0.13871413561435403,0.11807680019994035,0.3225627839594663,0.22910135841170323
13,0.1417056728948392,0.12466036814999891,0.30870649629714897,0.15311355311355312
14,0.13903378247930664,0.12633757862651715,0.3585182134285918,0.19759450171821305
15,0.13971350793522713,0.1268154509535064,0.3114881172594824,0.15649794801641587
16,0.14023556733819154,0.12318993417942471,0.30579691999499187,0.18932443703085905
17,0.1479357689324359,0.13166276920205972,0.34439556858911696,0.1538662486938349
18,0.139274675924396,0.12603545088099136,0.3705639389849916,0.23249299719887956
19,0.14020086862106407,0.12601078896566656,0.3556809024979855,0.19377235430254577
20,0.14798905410193688,0.1261687103447479,0.32371508003770205,0.19364035087719297
21,0.13590137940078925,0.12643090520179584,0.3506613226452906,0.16043956043956045
22,0.14456642098342504,0.12616878726412195,0.3241252721080696,0.19780927835051546
23,0.13954927512722073,0.13193500611424494,0.3096176683460871,0.2183350357507661
24,0.14910029688911836,0.12170602681654147,0.34263636058868885,0.16773442050087362
25,0.14438691102851126,0.12490481357739132,0.31478221449888555,0.179465600673259
26,0.1468884029831325,0.12530516671755254,0.3184369320247183,0.21575757575757576
27,0.14826064901195365,0.11591227115126759,0.3354281841851839,0.2424029920523609
28,0.14958178462908497,0.1293698460365127,0.32861001322740846,0.2192613370733988
29,0.14749659836946064,0.12382486303119082,0.32688586373277223,0.22895189003436425
30,0.14782238285788046,0.12821223756343753,0.32783085837074555,0.18932443703085905
31,0.14568711824947356,0.1267571421027618,0.3106974793831244,0.2126134734830387
32,0.1372362129811129,0.12772854904126488,0.32077456491735956,0.2333539476396619
33,0.14858008253889368,0.1206373570149472,0.3340121047570564,0.160941000746826
34,0.14212759237182013,0.12003877622057776,0.3507005539263604,0.19246190858059342
35,0.14910598801108652,0.11966294574990227,0.34288218354826594,0.2268041237113402
36,0.1444617460811793,0.12449282857788041,0.37763355164523,0.21298377028714108
37,0.13848496139058175,0.12694320027827882,0.3297709923664122,0.23044069112793633
38,0.14546858467533447,0.12325668729030073,0.33417198589821245,0.1921855921855922
39,0.14905568150214485,0.12230191256830601,0.323078701028545,0.22178217821782178
40,0.14480204106460468,0.12345470609785006,0.3064323224002598,0.15921052631578947
41,0.14786894901023492,0.11853482009984978,0.30414882622176287,0.20776874435411022
42,0.1387461503858265,0.12241961271984367,0.3048220952723674,0.23577235772357724
43,0.1407915808739419,0.1185870788180257,0.2965394881705781,0.19727891156462585
44,0.13809119573126363,0.12063277469756567,0.36123748196010347,0.22935779816513763
45,0.14672453430161356,0.13040737893927748,0.32013424439239924,0.16759431045145332
46,0.1449159389066287,0.12321429207855511,0.34085196056295625,0.19552071668533036
47,0.13481470097292128,0.12373583917552258,0.32460504946109553,0.16302521008403362
48,0.14425035653105828,0.12507495930780432,0.29707401598081645,0.1857349000206143
49,0.14366111672945378,0.11461628907717857,0.3314264803626506,0.19696702521601128
50,0.1399785036919951,0.1203344929118857,0.32305794272483757,0.18706140350877193
51,0.14055233240694492,0.11934764745895388,0.3224414256566622,0.18025078369905956
52,0.1390437358104299,0.12686387773981833,0.3661760145048548,0.22001911132345914
53,0.1394423585001738,0.115293271224952,0.3427496842914402,0.19713993871297242
54,0.1525006786102063,0.12412948524309099,0.3408799565453558,0.20356435643564355
55,0.14137603733988174,0.1194407800502916,0.32309180068226123,0.22580645161290322
56,0.14929160462220364,0.11869215207700524,0.2901249321021184,0.18683473389355743
57,0.14236253365968787,0.12404259514422912,0.31596460769980506,0.16312056737588654
58,0.14684011137294484,0.11976969135387673,0.3417664507912842,0.17553058676654182
59,0.13827328670570374,0.12362004196661887,0.3527824351297405,0.16215635738831616
60,0.14230818826563507,0.13145300515002076,0.3577917589470863,0.179168657429527
61,0.14567009473068565,0.12403420139461083,0.33751027276640705,0.19366336633663367
62,0.1460298204577555,0.12401373837863446,0.3615716096324461,0.1733203505355404
63,0.14643350728732055,0.12774169795510482,0.34459920954683243,0.16800659657802514
64,0.13984246825649838,0.12557795778395317,0.31142120838820214,0.14400895856662935
65,0.1417042029035723,0.12546641347078252,0.30943462573385516,0.16781411359724613
66,0.14487161774618287,0.12343322448145008,0.2988910632746249,0.2363234794427455
67,0.13688109424644143,0.11586890691212268,0.3372859025032938,0.2104781514527568
68,0.14472041543825226,0.1281640426274952,0.3440666429466454,0.23145245559038663
69,0.14598754274147693,0.13102504885414817,0.33214620431115277,0.20313230481533426
70,0.14511129391847585,0.12329135156981892,0.33914731510808166,0.17648433847592332
71,0.13966958707491667,0.12341394193815408,0.30924058207931343,0.18728070175438596
72,0.13799466166435104,0.12328358387090999,0.30698745251525267,0.1945990517419089
73,0.14387577590122658,0.12523251651305953,0.34355124755381605,0.2109090909090909
74,0.1502848250924169,0.12491147036181678,0.3176960553198177,0.1856082238720731
