,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance,clustering-distance
,Decision-Tree,Exp-Tree,CBA,IDS,DSCluster-Assoc,DSCluster
0,0.04677703670629384,0.023225149299547915,0.050375086092961784,0.06227840199750312,0.02814605955166277,0.04603796890523885
1,0.04616425740916448,0.021267046194489405,0.04103059030492572,0.06719579234193558,0.03671125428951607,0.047492459028132074
2,0.051247883760302135,0.019683354728284124,0.0498882629975067,0.07468754291992859,0.03940919295758005,0.04483794138966553
3,0.03547375862774646,0.010209112388606724,0.041966186940174996,0.0669540496276382,0.02621002036343136,0.0509685802031656
4,0.04553054826886942,0.01677759483544492,0.04011204481792717,0.06582293271344716,0.03018169875293413,0.043635250078842364
5,0.04210968168034083,0.011789315547617718,0.04638532336011328,0.07034105131414267,0.023735473870244758,0.03930571358454365
6,0.037836505367342003,0.020028697140518317,0.04280973928032752,0.06943825133995506,0.03024459411556186,0.03799973490682889
7,0.046066584807724506,0.015706684526799502,0.04207240856294496,0.06682193907841256,0.030683892378807632,0.037647800869322776
8,0.051439740655987796,0.017167122472140053,0.04043956043956044,0.06989388264669164,0.026825391357411063,0.04436473996413298
9,0.05000604639913676,0.022742600137671858,0.04769907963185274,0.07818294190358467,0.029595991980132165,0.04902426537398933
10,0.052412978363193245,0.019998465144834516,0.03996435611481652,0.07344779246619737,0.027002245066761195,0.029921975948962457
11,0.04347128425517665,0.019683354728284124,0.04656586145429959,0.07482057238154799,0.039937986265669884,0.052234419215048324
12,0.03167150378597607,0.021025190229018994,0.02742885241871043,0.05887699271081381,0.0335410565664136,0.05055497475365349
13,0.045046836337928595,0.015084603077152052,0.04386010203454423,0.06801845001598393,0.020625376420524668,0.049140289610071844
14,0.05680824542799204,0.01218581979870142,0.05363485558157689,0.06766885402844176,0.02982089280843713,0.03114210936629914
15,0.048250265111346766,0.01739967628509237,0.04732643974349092,0.08022596062769602,0.041517061999943455,0.051946999473236354
16,0.04953396215884356,0.02254492939666239,0.04211434940013549,0.06602267698270994,0.02598201786938998,0.04542983965938944
17,0.042873620955889195,0.019632192889434616,0.04068560773756599,0.07262136522357159,0.033393332853337176,0.05079539724017788
18,0.04910141206675225,0.020181019888002083,0.043982424649539144,0.07032638056873677,0.026361248151745852,0.04311649016641452
19,0.04797817715019256,0.014699726516715968,0.042432670615642556,0.06844164345191883,0.039300223465291106,0.052781260789765395
20,0.04258525422782832,0.02270771706572901,0.03935828877005348,0.06761129187646556,0.039219884565257865,0.05710999525612452
21,0.04773980949191643,0.020796124723260964,0.04096554326607071,0.0730451292798481,0.03512381307019177,0.03968681184242721
22,0.03395983330542687,0.020132183587282096,0.03775438770389736,0.058677748854485394,0.0262557781201849,0.03813667090556188
23,0.0441991776897174,0.016948521887964876,0.03455379453261814,0.06709001575971077,0.027588175371426604,0.03483558293323671
24,0.03765743893136872,0.017125262785808636,0.03997949145132081,0.06665422413687598,0.026761038085608358,0.04452699245946126
25,0.0484397964689029,0.01446717270376365,0.043825742767787335,0.08267369486881682,0.03208774329805362,0.051782764985912756
26,0.04237130471991219,0.012579998511655597,0.04910650323358382,0.06659062465345436,0.027797339593114243,0.04156895203936175
27,0.051261836989079275,0.021854244572194006,0.04238052189210321,0.06539221699720575,0.024441578179054933,0.04418061239650445
28,0.03886671875872077,0.018201986939777863,0.04463703426361313,0.056884738054906986,0.03165839182788335,0.04482950374802589
29,0.045920075905564545,0.020122881434764005,0.04492656933460435,0.05967350507227808,0.03492077079647701,0.05034432193637005
30,0.035985377016241556,0.022582138006734757,0.03650124450118512,0.06499135043615886,0.02849541345863978,0.04666139262466864
31,0.0360900262320701,0.01605086416996893,0.03596533284160059,0.06857700083539595,0.025475738443198375,0.036496584605510474
32,0.04509102156238954,0.019505451061375603,0.040976114702287215,0.06855247732836066,0.028259583643406416,0.0426110320847163
33,0.049818840579710144,0.012084658890067162,0.038339278733385454,0.06706550364585712,0.040911383120157706,0.06827939819743098
34,0.04227014381127793,0.015439247641904337,0.03942590202225091,0.06199784146780189,0.027047528742443996,0.0381676111969775
35,0.04709679819910327,0.018925229298059572,0.05145901812388459,0.07770392604585324,0.03592746236814033,0.04178251467408094
36,0.05340830868262916,0.01772060054696657,0.043856155067018045,0.06380685894230799,0.02474229810313908,0.04490569086714128
37,0.04775725102788785,0.015589244851258581,0.046837011994650554,0.07054772556747956,0.028503516188245252,0.05024911676782317
38,0.0395620546594482,0.024755353388774163,0.04739420445660673,0.06320824272163467,0.035777897147380625,0.05169671865957631
39,0.05163159755167346,0.015079952000893007,0.04885345431987285,0.07162587198079921,0.034732522139822884,0.06635058844807318
40,0.04921652620416364,0.01656248255846403,0.04341385457004118,0.06967033960898991,0.0440500470485478,0.051578174700269146
41,0.039834142620602406,0.01551482763111384,0.03818098633495334,0.0649561247842955,0.028523383926011246,0.05870399342732032
42,0.049568845230786404,0.017586882104518985,0.0450617169944901,0.06272042703269469,0.02814499789363879,0.047533947922903594
43,0.042085263529980835,0.015195066138304403,0.0447336962440091,0.06625165403584747,0.040642206836395356,0.048158366671265
44,0.04369918699186992,0.014390429945489386,0.04565700742767787,0.06586091654076821,0.027160457939080344,0.05522164959953595
45,0.04623867462930922,0.014904373872114008,0.03929764964099397,0.0719871739955207,0.03445774564418632,0.043471722874601854
46,0.03827486930475712,0.01667875946494019,0.03734801661997856,0.05639813355582337,0.025845789607192853,0.04100565156553817
47,0.03649234432847761,0.022498418634071923,0.04152030315157085,0.07484042553191489,0.030138958888328893,0.041287321230623855
48,0.04305617569905676,0.015648546073561424,0.04155009234034679,0.07807548518834942,0.03092126538454222,0.04446965865128296
49,0.04600379527822738,0.024111179326896243,0.042666120771832815,0.06920832295577468,0.027388167807638454,0.05457337036284405
50,0.05570826589272758,0.016222953991553647,0.039747986969082306,0.07482296653660127,0.026124818577648767,0.05189022255339396
51,0.0485793287566743,0.016508995181484996,0.052909048083551506,0.07459448978726241,0.029573138336408334,0.054358609337811684
52,0.050201391602016705,0.01887871853546911,0.04233917098280763,0.06900281202682242,0.03575433735734547,0.04994111785487816
53,0.036027236702572976,0.018141522948410264,0.03267673548839714,0.0680847703680307,0.02291598787555661,0.042867393997010846
54,0.04523171661922569,0.012476512064891816,0.03389977521501173,0.057256554307116105,0.028794320423963217,0.05633337917755467
55,0.050242088519283364,0.01121839593681978,0.0373162574536339,0.06517845093059492,0.033510223417439866,0.04490997744371058
56,0.05041882941712712,0.020820542873620954,0.048910281469898356,0.07807840803308459,0.02377556579012529,0.052178569038216986
57,0.03993995460549571,0.01536831872895388,0.042126070614936464,0.07140720055849208,0.0310260979322122,0.03261962390616273
58,0.046234023553050174,0.021443787092333164,0.04693220234802385,0.08087859748376354,0.03252328594439387,0.0430227698122808
59,0.04785492362932783,0.024532101728339938,0.03508800188332084,0.06669235392938058,0.02110719874804382,0.04292946553476143
60,0.04948977693438262,0.018757790552733904,0.03496390197440612,0.09326025391796866,0.02927182507861062,0.051918083497030865
61,0.046285185391899686,0.027682043124779072,0.04027002063137177,0.07260088102451627,0.03492966650861388,0.05031959920532089
62,0.04505497572138193,0.014812515115997842,0.04617628453371606,0.06937089236957544,0.02383914378523543,0.04487297648587971
63,0.04098644676378114,0.01887406745921006,0.049030298594847775,0.0691360018384922,0.03241827108836806,0.05218451534241008
64,0.04107481721270302,0.021874011646294954,0.042780808014788486,0.067312823141044,0.029778111371117685,0.046025659190734536
65,0.04602821342858737,0.019503125523246078,0.04311007138972575,0.08180410375532327,0.02942530463457943,0.043176609893251575
66,0.05090137857900318,0.014122993060594221,0.046886446886446886,0.0734362172184453,0.03237758331781791,0.04888666823962656
67,0.051315324366058304,0.01978451563691838,0.04679937548790008,0.07217568774182576,0.0333453332373341,0.031686265694442495
68,0.04140155531990102,0.014685773287938828,0.04802350728956729,0.07635545807698742,0.04396414847941074,0.04056905123192665
69,0.04108993321054492,0.01556715223902811,0.04382700441620864,0.06702477649114329,0.028643651596128847,0.04396455899377799
70,0.04727121355881751,0.024341407601719038,0.041828786610467815,0.06414052260111269,0.034029760726772405,0.03475440222428174
71,0.04424568845230786,0.020007767297352607,0.04154157348605544,0.061633916831779156,0.0362811998665393,0.040515778146962556
72,0.0479828282264516,0.010825379992930364,0.048369635926679644,0.0841308790953261,0.04372557134317377,0.05377101868227563
73,0.035376086026306486,0.020686824431173374,0.040786614755092813,0.06263065093705124,0.024742857419708046,0.057431867958183745
74,0.0507827761343975,0.02848435377946457,0.04246135899679207,0.07793562286543317,0.03110008271298594,0.044225020382281
75,0.033587747204703165,0.01582993804766423,0.0357363882240629,0.0626037531577048,0.0230439597477009,0.044098393267731656
76,0.044615449014902046,0.020086835593756396,0.0338613185279753,0.06283019731721833,0.027753926002251607,0.05623493315801008
77,0.05485944447545162,0.022160052836226303,0.04385994917904613,0.06941489361702127,0.03030467069875937,0.05135881873358094
78,0.0643557794273595,0.02582510092835482,0.04969249238156801,0.08177934576523388,0.037160824164678384,0.045512366206909086
79,0.04528520399620472,0.01961358858439843,0.04608736744701592,0.06590059363030108,0.035540506998983756,0.053518203108367045
80,0.050383946345184276,0.015548547933991927,0.04125558776815764,0.07158134625981862,0.03542874322381834,0.04967754615134992
81,0.03634583542631765,0.02247981432903574,0.02588845820558077,0.05822040668666435,0.026059785339337067,0.05209980192262262
82,0.043837556510576546,0.01690898773976298,0.0363171165366721,0.06183529354171511,0.019122747631732575,0.04369055168040584
83,0.04210735614221131,0.019842654090156463,0.0409222150398621,0.06783830422597266,0.029919667220027858,0.04632366888268958
84,0.051352532976130676,0.018457796134025414,0.04628291807750707,0.06899500624219726,0.025735471134864463,0.047854962720299314
85,0.04991186210489107,0.016846198210265857,0.043034155511683166,0.07321272349712485,0.03283941864587026,0.05639323534060376
86,0.04531776153001805,0.017046194489404847,0.04182980214928668,0.06977023482190828,0.02867273082942097,0.03969109520789926
87,0.04980023627467396,0.018457796134025414,0.05193338874011143,0.07038698307407996,0.038120928577115264,0.0434624273408502
88,0.04577589254153411,0.017014799724656287,0.04265166881799742,0.0773605026690661,0.04549123430084267,0.050365636440124234
89,0.05235949098621421,0.015934587263492773,0.043411826268969125,0.07062987895452104,0.02958286555761296,0.05408523283268545
90,0.03638769511264907,0.018955461293743373,0.04242793041981683,0.06207759699624531,0.02638437101713938,0.040873825484726095
91,0.046289836468158735,0.02624137225353947,0.05144334656939699,0.07948841159173263,0.030553225307960615,0.05752812216646168
92,0.0481432903573887,0.01717875016278767,0.046711838069222786,0.06645344705046198,0.03057774600813346,0.04597765155733749
93,0.04100970214507637,0.01718572677717624,0.042496998799519806,0.06894122077590763,0.028220053643782456,0.04828459672583085
94,0.03300403713419285,0.0163787650462317,0.04739752996713005,0.05665226596825319,0.02254698515019059,0.0349613468237776
95,0.0499351174861863,0.03037036520250786,0.042757933342007004,0.08033052375869557,0.027512702351412028,0.047967160638621525
96,0.04338989042064334,0.016960149578612492,0.042796197759958896,0.07542920515727712,0.02719276298683778,0.048268658463561015
97,0.038856253837137915,0.012220702870644267,0.04765436519100108,0.06509263064955625,0.027988190313951986,0.04125367581431618
98,0.05263157894736842,0.021148443749883724,0.03645697810213577,0.07102862361286633,0.02761310452418097,0.04671017784520913
99,0.05132230098044688,0.019798468865695522,0.05595627579692219,0.07385293528351032,0.040680822379507924,0.05645257415302801
100,0.04139690424364198,0.026434391918289894,0.042502871075030355,0.06593298735077968,0.0268504251555099,0.05269034855528616
101,0.0523385611430485,0.01655550594407546,0.05322648350488385,0.07271050269717984,0.03453621323011302,0.049289047538518496
102,0.04024111179326896,0.017600835333296126,0.04073017725849493,0.06564142678347935,0.021359732893988657,0.04663732636501169
103,0.03644699633495191,0.024998372123309333,0.03618907123978118,0.07394356452996578,0.02864598240693037,0.03894749318478132
104,0.05225484177038567,0.013555561756990568,0.04587554588904736,0.0711871373010907,0.031734942411032585,0.05076857863150615
105,0.03530399434429127,0.018539189968558724,0.04427617200726444,0.059365906528821163,0.02936817472698908,0.0525227571762305
106,0.03617723391192722,0.014969488939740656,0.03741517151908803,0.07260391294576421,0.03044295892928065,0.04231521132005213
107,0.049992093170359624,0.02223098174917676,0.043027447246951234,0.06159900376654766,0.034510913146806245,0.03980644408334755
108,0.040902727391118304,0.017946177745530315,0.03785318689571013,0.06413429597043596,0.029200047264563395,0.048108192272616056
109,0.04373523283287753,0.023957693810347715,0.04744908104074253,0.060783041315163315,0.03915135711745881,0.04064870611713137
110,0.03148894904280851,0.017065961563505795,0.038025053821775665,0.06791797963191305,0.028403682866378295,0.04421362384749851
111,0.04773864672285167,0.014300896727502744,0.04324084932876109,0.07482222242369845,0.03162694698442412,0.03095015239878081
112,0.04664564380197578,0.019538008595188925,0.040148749154834344,0.06522537296992988,0.03366527184451864,0.05220249835634451
113,0.05196414950419527,0.011976521367044335,0.04313848616369625,0.07968219277025912,0.02783812287070922,0.053561410769301515
114,0.04237828133430076,0.02052054845491247,0.04247931206319671,0.0680640537583034,0.029631385563588953,0.03973968110474099
115,0.05278739000204647,0.015702033450540456,0.040215133075173645,0.07239435593107092,0.032298941608467135,0.03957458794453834
116,0.04642936875593012,0.01865314133690536,0.04567388620805746,0.0649556255803687,0.030990805946791863,0.048232640436538486
117,0.04479800375806962,0.01912987665345761,0.04246498599439776,0.06930671758588774,0.01939356857710285,0.059625144330173734
118,0.04081435694219642,0.020014743911741177,0.042107407889278116,0.08236234003105168,0.03458575322982103,0.05721013367190279
119,0.04205038045803799,0.021157745902401815,0.03858196599767403,0.07626194943268114,0.03357244677426772,0.03992598295446871
120,0.061174443266171795,0.012241632713809975,0.059647181756715226,0.07379904741698722,0.034916146645865835,0.04292736557088081
121,0.04091784338896021,0.028699466056445463,0.03979292311946564,0.06674783841684262,0.032583401572034626,0.05229339135356966
122,0.047595626127885995,0.017826412531859872,0.04046833341286534,0.066541822721598,0.033485836197700604,0.04215958858056661
123,0.0486246767502,0.02127169727074845,0.03838222911751926,0.05931277030559384,0.02606080855329101,0.04591392811726123
124,0.046630527804133876,0.023980949191642946,0.04397508323330654,0.06722047516041663,0.028908469353363185,0.04368025568054296
125,0.04926652527394839,0.021383323100965565,0.041501069071074204,0.07389748976267678,0.03938918876919069,0.05404034509691262
126,0.03985972354002716,0.018722907480791057,0.03913072921476283,0.060418227215980023,0.034745978343841,0.05527510002416691
127,0.03933066361556064,0.02028218079663634,0.03260556887331735,0.06292639544173287,0.027620981861474894,0.045266938848359105
128,0.037959758888206734,0.015760171903778535,0.03807357154521028,0.06975821003247924,0.026810477657935285,0.05429355464828325
129,0.041517832226377185,0.017464791352719018,0.0401481367102817,0.07616104671319396,0.03519786910197869,0.03928344958782498
130,0.048831649643727555,0.016755502223214452,0.04104886869288471,0.07901915756053203,0.03433938448973531,0.04028088238614554
131,0.0466630853379472,0.02080077579952001,0.03848057044173607,0.07390027921341422,0.03278890600924499,0.04209416403062394
132,0.04938280218042455,0.019155457572882364,0.04376150460184074,0.07944716404725974,0.03209255679423264,0.041410482389788714
133,0.037186517460140275,0.01718572677717624,0.029047745900369848,0.06666048638793609,0.02729528535980149,0.0485400285096795
134,0.04645960075161392,0.02124844188945322,0.057827159890539485,0.09046291132180703,0.03633827596094498,0.04516908551919862
135,0.04485730498037246,0.012579998511655597,0.04728904182950308,0.07490382029127417,0.033080332515360765,0.03605779239705209
136,0.050656034306338485,0.02166006213837882,0.04654250414899502,0.05757729991093014,0.02760134300373541,0.05296350471399343
137,0.04816189466242488,0.019667075961377463,0.04786481026721531,0.06976426354376097,0.024151780739621032,0.05749398570721007
138,0.04608170080556641,0.020704265967144798,0.03338138687706638,0.055912748561747244,0.031678950571370615,0.04645783310895523
139,0.06093840114602519,0.015769474056296626,0.0520189519137184,0.07350226182359333,0.03831329349365205,0.05986703303212989
140,0.038473702814831354,0.02388792766646202,0.04118507591124224,0.06205626327943153,0.027960184222255238,0.046351075959026475
141,0.05078510167252702,0.028422727019032205,0.05376637021110242,0.08095266193172114,0.024517354566615652,0.03831161599287226
142,0.037669066622016335,0.020187996502390653,0.04213374706802189,0.06596437499423469,0.025836232732784455,0.03566026370390202
143,0.05157811017469442,0.022155401759967257,0.04241948153967007,0.06230338988288372,0.03300300027275207,0.04405043448938953
144,0.0518362449070715,0.017356653829696193,0.05064847255516627,0.06963910274127881,0.025206786060259816,0.04884899751396377
145,0.050947889341593645,0.015096230767799668,0.04873417566151074,0.07414914050618339,0.034581985908129886,0.05881761687920079
146,0.03712489069970791,0.01856477088798348,0.03482874707259953,0.05596221153219069,0.03344305156757009,0.04122016753595701
