,standard,standard,standard,standard,standard,standard,normalized,normalized,normalized,normalized,normalized,normalized,normalized_v2,normalized_v2,normalized_v2,normalized_v2,normalized_v2,normalized_v2
,KMeans,Centroid,Forest-Vote,Forest-Vote-Pruned,Forest-Min,Forest-Min-Pruned,KMeans,Centroid,Forest-Vote,Forest-Vote-Pruned,Forest-Min,Forest-Min-Pruned,KMeans,Centroid,Forest-Vote,Forest-Vote-Pruned,Forest-Min,Forest-Min-Pruned
0,105.52984274227515,124.86922428619658,129.47140219594002,161.22528164010023,121.62296225060982,125.23283264854427,0.012782199944558521,0.015124663794355207,0.01568209813419816,0.017514312099197064,0.014731463450897507,0.015243381364937976,0.000891781391480827,0.0010552091019317585,0.0010940998698277787,0.0013013730352344568,0.0010277765198300585,0.0011688215743083433
1,105.52984274227515,120.81645195441976,122.34798713229692,118.07493044755019,117.1130566920767,110.5230591523011,0.012782199944558521,0.014633775672773712,0.014819281387148367,0.014661266054463076,0.014185205510183709,0.014206859836129787,0.000891781391480827,0.0010209610934493287,0.0010339033525917465,0.0011241865345275202,0.0009896655007104913,0.0010722158366890406
