,KMeans,Centroid,Forest-Vote,Forest-Min
0,108.56782287303955,132.75789146613957,217.31967751530942,167.5285289491313
1,108.56782287303955,112.92083198263454,195.2060814971021,131.82004638840084
2,108.56782287303955,111.2930574463831,162.964083754462,122.9658348813921
